osm_type,osm_id,name,brand,operator,shop_type,street,house_number,postal_code,city,latitude,longitude,opening_hours,website,store_group
node,440853146,Coop,,,supermarket,,,,,47.4977635,8.9535394,Mo-Fr 07:30-19:00; Sa 07:30-18:00,,Coop
node,441943785,Denner,Denner,Denner,supermarket,Via Suro,2,,,46.7993145,9.3977261,Mo-Fr 06:45-19:00; Sa 06:45-17:00; Su off,https://www.denner.ch/de/filialen/7403-rhaezuens~s1145643,Denner
node,442702205,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Sonnenplatz,1,6020,Emmenbrücke,47.0778381,8.275256,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-emmenbruecke-sonnenplatz,Migros
node,445505361,Aldi,ALDI,Aldi Suisse,supermarket,Usterstrasse,51,8604,Volketswil,47.3811497,8.6839028,Mo-Sa 07:30-20:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,447808467,Migros,Migros,Société Coopérative Migros Genève,supermarket,Route de l'Aéroport,25,,Genève,46.2327669,6.1125251,Mo-Su 06:00-21:00,https://filialen.migros.ch/fr/supermarche-migros-geneve-cointrin-aeroport/,Migros
node,448564067,Denner,Outlet Migros,Genossenschaft Migros Zürich,supermarket,Sandgruebstrasse,1,8193,Eglisau,47.5685953,8.5233655,Mo-Fr 08:00-20:00; Sa 08:00-19:00,,Migros
node,448941788,Coop,Coop,Coop Genossenschaft AG,supermarket,Gotthardstrasse,30,6490,Andermatt,46.6344598,8.5963576,Mo-Fr 07:30-18:30; Sa 07:30-18:00,,Coop
node,449001826,Coop,Coop,,supermarket,,,,,47.3973132,8.6167086,Mo-Sa 07:30-21:00; PH closed,,Coop
node,450211323,Coop,Coop,,supermarket,,,,,47.0411367,7.3792755,"Mo-Fr 07:00-19:00; Sa 07:00-17:00; Su,PH closed",https://www.coop.ch/,Coop
node,450879978,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Oberdorfstrasse,4,8910,Affoltern am Albis,47.2783381,8.4538088,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-affoltern-a-a,Migros
node,451720086,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Giesshübelstrasse,65,8045,Zürich,47.3580599,8.5173007,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-brunaupark,Migros
node,452715384,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Jonas-Furrer-Strasse,21,8046,Zürich,47.4204198,8.5082174,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-affoltern,Migros
node,452715388,Denner,Denner,,supermarket,In Böden,174,8046,Zürich,47.4199085,8.5080891,Mo-Sa 08:00-20:00,https://www.denner.ch/,Denner
node,453138896,Migros,Migros,Genossenschaft Migros Aare,supermarket,Hauptstrasse,17,5312,Döttingen,47.5741296,8.2558575,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-doettingen,Migros
node,453194414,Coop,Coop,Coop,supermarket,,,,,47.5893536,8.2916965,,,Coop
node,454026916,Migros,Migros,,supermarket,,,,,46.2331415,7.8704241,Mo-Fr 07:00-18:30; Sa 07:00-17:00,,Migros
node,454407650,Coop,Coop,,supermarket,,,,,47.0475114,9.4211052,,,Coop
node,456042193,Denner,Denner,,supermarket,,,,,47.3738183,9.4172877,,,Denner
node,457133149,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Hofwiesenstrasse,354,8050,Zürich,47.4104509,8.5427206,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-oerlikon-neumarkt,Migros
node,457555818,Migros,Migros,Genossenschaft Migros Aare,supermarket,Hauptstrasse,39,3427,Utzenstorf,47.1284908,7.5585463,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-utzenstorf-linde,Migros
node,459174385,Coop,Coop,,supermarket,,,,,47.5202225,7.6916191,Mo-Fr 08:00-20:00; Sa 07:30-20:00,,Coop
node,464534499,Migros,Migros,,supermarket,,,,,46.5148795,6.6327906,Sa 07:00-18:00; Mo-Fr 07:00-19:00,,Migros
node,467165629,Coop,Coop,,supermarket,,,,,46.2487937,7.0042616,Mo-Th 07:00-19:00; Fr 07:30-20:00; Sa 07:30-18:00,,Coop
node,470217716,Coop,Coop,Coop Genossenschaft,supermarket,Röntgenstrasse,48,8005,Zürich,47.3847889,8.527125,Mo-Sa 07:00-21:00,,Coop
node,470530802,Migros,Migros,Migros,supermarket,,,,,47.1407504,7.2475359,Mo-Fr 08:00-20:00; Sa 08:00-17:00,,Migros
node,471038991,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Märtplatz,,8307,Effretikon,47.4286522,8.685031,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-19:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-effretikon-effi-maert,Migros
node,471042073,Coop,,,supermarket,Illnauerstrasse,16,,,47.4269489,8.6922748,Mo-Sa 07:00-20:00; PH off,,Coop
node,471042098,Denner,Denner,,supermarket,Märtplatz,5,,,47.4284165,8.6856191,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-19:00; PH off",,Denner
node,471042111,Coop,,,supermarket,,,,,47.4282324,8.6850257,"Mo,Tu,We,Sa 07:30-19:00; Th,Fr 07:30-20:00; PH off",,Coop
node,471582356,Denner,Denner,,supermarket,Giebenacherstrasse,58,4303,Kaiseraugst,47.5355703,7.7322034,,,Denner
node,472627966,Coop,Coop,,supermarket,,,,,47.2554228,8.6897575,Mo-Sa 07:00-20:00,,Coop
node,475204190,Coop,Coop,Coop Genossenschaft,supermarket,Obergass,15,8733,Eschenbach SG,47.2408037,8.9199459,,,Coop
node,475204274,Denner,Denner,,supermarket,Rickenstrasse,8,8733,Eschenbach SG,47.2404474,8.9230386,,,Denner
node,475204307,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Rickenstrasse,12,8733,Eschenbach SG,47.240999,8.9239856,"Mo-Fr 07:30-19:00, Sa 07:30-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-eschenbach,Migros
node,475341549,Coop,Coop,Coop Genossenschaft,supermarket,Friesenbergplatz,3,8045,Zürich,47.3609191,8.5068265,Mo-Sa 07:30-20:00,http://standorte.coop.ch/vstinfo/showMap.do?betrnr=4897,Coop
node,476270685,Migros,Migros,,supermarket,,,,,46.4653415,6.8956121,Mo-Fr 07:30-19:00; Sa 07:30-18:00; Su off,https://filialen.migros.ch/de/migros-supermarkt-blonay,Migros
node,476554698,Coop,Coop,,supermarket,Bahnhofstrasse,1,7270,Davos Platz,46.792585,9.8208079,Mo-Fr 08:00-20:00; Sa 08:00-19:00; Su 09:00-18:00,,Coop
node,476664629,Coop,Coop,,supermarket,,,,,46.4665796,6.8943173,,,Coop
node,476682675,Denner,Denner,,supermarket,,,,,46.4678328,6.8379093,Mo-Fr 08:00-19:00; Sa 08:00-17:00,https://www.denner.ch/fr/succursales/stores-detail-page/store/av-reller-42-1804-corsier-sur-vevey/,Denner
node,479278569,Denner,Denner,,supermarket,,,,,47.0197466,7.4504452,,,Denner
node,479283559,Migros,Migros,Genossenschaft Migros Aare,supermarket,Bernstrasse,14,3053,Münchenbuchsee,47.0199856,7.4512598,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-muenchenbuchsee-tanne,Migros
node,479749016,Aldi,ALDI,Aldi Suisse,supermarket,Ziegelgutstrasse,16,3414,Oberburg,47.0282494,7.6331999,,,Aldi
node,480274029,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Scheffelstrasse,3,8037,Zürich,47.3937084,8.5292465,Mo-Sa 07:30-21:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wipkingen,Migros
node,480357406,Denner,Denner,,supermarket,Hofwiesenstrasse,135,8057,Zürich,47.3988666,8.5326286,Mo-Sa 07:00-20:00,https://www.denner.ch/,Denner
node,481443886,Denner,Denner,,supermarket,Bockhornstrasse,1,8047,Zürich,47.3759665,8.4839506,Mo-Sa 07:30-20:00,https://www.denner.ch/,Denner
node,482763774,Aldi,ALDI,Aldi Suisse,supermarket,Binzmühlestrasse,102,8050,Zürich,47.4137515,8.5390963,Mo-Sa 07:30-20:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,489771088,Migros,Migros,Genossenschaft Migros Aare,supermarket,Thunstrasse,18,3005,Bern,46.9422469,7.4531136,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-bern-kirchenfeld,Migros
node,495167286,Migros,Migros,,supermarket,Rue des Terreaux,22,1350,Orbe,46.723836,6.531304,Mo-Th 07:30-18:30; Fr 07:30-19:00; Sa 07:30-17:00,,Migros
node,497729458,Coop,Coop,,supermarket,,,,,47.6015825,9.0007105,Mo-Fr 08:00-19:00; Sa 08:00-18:00,,Coop
node,499269376,Denner,Denner,Denner SA,supermarket,Rue du Lac,10,,Genève,46.2042764,6.15728,Mo-Sa,https://www.denner.ch/fr/succursales/1207-geneve~s1145085,Denner
node,500060387,Migros,Migros,Genossenschaft Migros Aare,supermarket,Lindenstrasse,3,4310,Rheinfelden,47.5553188,7.7977519,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-rheinfelden,Migros
node,505817243,Denner,Denner,,supermarket,Route des Deux-Villages,51b,1806,Saint-Légier-La Chiésaz,46.4706808,6.8807722,Mo-Fr 07:30-19:00; Sa 07:30-18:00; Su 08:00-12:30,,Denner
node,506053167,Coop,Coop,,supermarket,Quaderstrasse,36,7000,Chur,46.8522999,9.5346368,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,Coop
node,506053168,Coop City,,,supermarket,,,,,46.8525288,9.53171,Mo-Th 09:00-19:00; Fr 09:00-20:00; Sa 08:30-18:00,,Coop
node,506065975,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,,,,,46.8516483,9.5275214,Mo-Fr 07:30-20:00; Sa 07:30-18:00; Su off,https://filialen.migros.ch/de/migros-supermarkt-chur-gaeuggeli,Migros
node,506264173,Denner,Denner,,supermarket,,,,,47.4788173,8.999422,Mo-Fr 08:00-18:30; Sa 08:00-17:00,,Denner
node,506648228,Denner,Denner,Denner AG,supermarket,Brünigstrasse,16,6005,Luzern,47.0431572,8.3115279,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,Denner
node,506648661,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Tribschenstrasse,66,6005,Luzern,47.0423384,8.3168248,Mo-Th 07:00-19:00; Sa 07:00-17:00; PH off; Fr 07:00-20:00,https://filialen.migros.ch/de/migros-supermarkt-luzern-tribschenstrasse,Migros
node,513898342,Denner,Denner,,supermarket,,,,,46.3126425,7.4807526,,,Denner
node,514589840,Coop,Coop,Coop,supermarket,Stauffacherstrasse,2,3014,Bern,46.959181,7.4550434,"Mo-Fr 07:30-20:00, Sa 07:30-17:00",,Coop
node,515963223,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Löwenstrasse,28,8953,Dietikon,47.4050955,8.4020814,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-dietikon-loewenzentrum,Migros
node,523303579,Coop,Coop,,supermarket,,,,,47.0637281,7.0966461,,,Coop
node,528141420,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Ettiswilerstrasse,14,6130,Willisau,47.1237589,7.9948675,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-willisau-chruezhof,Migros
node,529596135,Coop,Coop,,supermarket,,,,,46.7309407,6.530966,Mo-Th 07:30-18:30; Fr 07:30-20:00; Sa 07:30-17:00,,Coop
node,529952282,Migros,Migros,Genossenschaft Migros Aare,supermarket,Egghölzlistrasse,1,3006,Bern,46.9369871,7.4750949,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-bern-egghoelzli,Migros
node,529971961,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Baarerstrasse,22,6300,Zug,47.1731419,8.5183034,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-19:00; Sa 08:00-17:00,https://filialen.migros.ch/de/migros-supermarkt-zug-metalli,Migros
node,529972279,Coop,Coop,Coop Genossenschaft,supermarket,Baarerstrasse,6,6300,Zug,47.1709854,8.5164346,,,Coop
node,531435952,Coop,Coop,Coop Genossenschaft,supermarket,Luzernerstrasse,8,6343,Rotkreuz,47.1406278,8.4271575,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00,http://standorte.coop.ch/vstinfo/showPrintView.do?betrnr=1119,Coop
node,533620614,Coop,Coop,,supermarket,Dorfstrasse,16,9104,Waldstatt,47.3574037,9.2847714,Mo-Fr 07:30-19:00; Sa 07:30-17:00; Su off,https://www.coop.ch/de/unternehmen/standorte-und-oeffnungszeiten/detail.html/1668/coop-supermarkt-waldstatt.html,Coop
node,534632457,Coop,Coop,,supermarket,Weltpoststrasse,20,3015,Bern,46.9374546,7.4760187,Mo-Fr 07:00-19:00; Sa 07:00-17:00,,Coop
node,536500228,Migros,Migros,Genossenschaft Migros Aare,supermarket,Lyssachstrasse,27,3400,Burgdorf,47.0591662,7.6208073,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-burgdorf-neumarkt,Migros
node,536500232,Coop,Coop,,supermarket,,,,,47.0590375,7.6227042,Mo-Fr 07:30-20:00; Sa 07:30-17:00,,Coop
node,536764783,Denner,Denner,,supermarket,Jupiterstrasse,15,3015,Bern,46.9394084,7.4808596,,,Denner
node,537955670,Coop,Coop,,supermarket,Giacomettistrasse,15,3006,Bern,46.9454179,7.4724026,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su,PH off",https://www.coop.ch/de/standorte/coop-supermarkt-bern-freudenberg/1496_POS,Coop
node,537955675,Migros,Migros,,supermarket,Giacomettistrasse,15,3006,Bern,46.9455422,7.4724059,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su,PH off",https://filialen.migros.ch/de/migros-supermarkt-bern-freudenberg,Migros
node,538425501,Aldi,Aldi,,supermarket,,,,,46.9905345,6.9304104,"Mo-We,Fr 08:00-19:00; Th 08:00-20:00; Sa 08:00-18:00",,Aldi
node,540597931,Denner,Denner,,supermarket,,,,,46.9613051,7.4529884,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00; Su off,https://www.denner.ch/,Denner
node,540757239,Migros,Migros,Genossenschaft Migros Aare,supermarket,Wankdorffeldstrasse,71,3014,Bern,46.9657564,7.4636343,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-bern-winkelried,Migros
node,540988144,Coop,Coop,Coop Genossenschaft,supermarket,Hauptstrasse,95,4147,Aesch,47.4693583,7.5955183,"Mo-Fr 08:00-20:00, Sa 07:30-18:00",https://www.coop.ch/de/standorte/coop-supermarkt-aesch/1070_POS,Coop
node,540988152,Migros,Migros,Genossenschaft Migros Basel,supermarket,Hauptstrasse,95,4147,Aesch BL,47.4691204,7.5954926,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-aesch,Migros
node,544246178,Migros,Migros,Genossenschaft Migros Aare,supermarket,Hintergasse,12,5615,Fahrwangen,47.2941009,8.2442351,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-fahrwangen,Migros
node,546161433,Lidl,Lidl,,supermarket,Grubenstrasse,28,8045,Zürich,47.3617716,8.5149344,Mo-Sa 07:30-21:00,https://www.lidl.ch/,Lidl
node,548919417,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Wülflingerstrasse,71,8400,Winterthur,47.5068626,8.7122083,Mo-Fr 07:30-20:00; Sa 07:30-18:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-winterthur-blumenau,Migros
node,561017124,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Unterdorfstrasse,7,8600,Dübendorf,47.3979838,8.6177326,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-duebendorf,Migros
node,561017126,Denner,Denner,,supermarket,,,,,47.3983439,8.618082,Mo-Sa 08:00-20:00,,Denner
node,563266405,Coop,Coop,,supermarket,Gösgerstrasse,5,5012,Schönenwerd,47.3734298,8.0017439,"Mo-We,Fr 07:30-18:30; Th 07:30-20:00; Sa 07:30-18:00",,Coop
node,563992879,Denner,Denner,,supermarket,,,,,47.5117624,8.4778656,,,Denner
node,566472206,Denner,Denner,,supermarket,Rosengartenstrasse,4,8805,Richterswil,47.2099754,8.7038152,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,Denner
node,566741038,Coop,,,supermarket,,,,,47.0205148,7.4980778,Mo-Fr 06:30-19:00; Sa 08:00-17:00; Su off,,Coop
node,567438441,Denner,Denner,,supermarket,,,,,47.0206799,7.5002265,,,Denner
node,567832711,Coop,Coop,,supermarket,Wigartenstrasse,10,8117,Fällanden,47.3707637,8.6421588,Mo-Sa 07:00-20:00,,Coop
node,568021839,ALDI,ALDI,ALDI SUISSE AG,supermarket,Bernstrasse,160,3052,Zollikofen,46.9979566,7.4603159,"Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su,PH off",https://www.aldi-suisse.ch/de/infos-und-services/infos/filialsuche-und-oeffnungszeiten/,Aldi
node,574322629,Coop,,,supermarket,,,,,47.4150696,8.0479275,,,Coop
node,574865773,Coop,Coop,,supermarket,,,,,47.4185301,8.3918986,Mo-Sa 08:00-21:00; PH closed,,Coop
node,577374846,Coop,Coop,Coop,supermarket,,,,,46.996772,6.9360608,Mo-Su 06:00-22:00; 2026 Sep 03-2026 Nov 05 closed,,Coop
node,582822241,Coop,Coop,,supermarket,Avenue Cardinal-Mermillod,40,,Carouge GE,46.1854644,6.1440651,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00,,Coop
node,584796979,Migros,Migros,Genossenschaft Migros Basel,supermarket,Schützenmattstrasse,27,4051,Basel,47.5560278,7.5813063,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-basel-schuetzenmatt,Migros
node,588346338,Coop Solothurn Rosengarten,Coop,,supermarket,Rossmarktplatz,19,,,47.2046237,7.5384445,Mo-Fr 07:00-18:30; Th 07:00-20:00; Sa 07:30-18:00; PH off,,Coop
node,594574148,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Bahnhofstrasse,28,6210,Sursee,47.1728168,8.1021662,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-surseepark,Migros
node,597610054,Migros,Migros,,supermarket,Bahnhofstrasse,2,9443,Widnau,47.4073439,9.6290194,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,https://filialen.migros.ch/de/migros-supermarkt-widnau-rhydorf-center,Migros
node,598704140,Coop,Coop,,supermarket,Route d'Orbe,4,1040,Echallens,46.6417695,6.6310578,Mo-Fr 07:30-19:00; Sa 07:30-18:00,,Coop
node,598706341,Migros,Migros,Genossenschaft Migros Basel,supermarket,Rue de la Maltière,12,2800,Delémont,47.363496,7.346629,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 07:30-17:00; PH off,https://filialen.migros.ch/fr/supermarche-migros-delemont,Migros
node,598706342,Denner,Denner,,supermarket,,,,,47.3646647,7.3479784,,,Denner
node,599946021,Coop,Coop,Coop Genossenschaft,supermarket,,,,,47.2741112,8.4456421,,,Coop
node,601508844,Migros,Migros,Genossenschaft Migros Aare,supermarket,,,,,46.9933627,7.4569972,"Mo-Fr 08:00-19:00; Sa 07:30-17:00; Su,PH off",,Migros
node,601509797,Denner,Denner,,supermarket,,,,,46.9931313,7.4569128,"Mo-Fr 08:00-19:00; Sa 07:30-17:00; Su,PH off",,Denner
node,601509798,Coop,Coop,,supermarket,Märitgasse,1,3052,Zollikofen,46.9971474,7.4587272,Mo-Th 07:00-19:00; Fr 07:00-20:00; Sa 07:00-17:00,,Coop
node,602843372,Coop,Coop,Coop,supermarket,,,,,46.8369492,9.4520372,Mo-Fr 08:00-20:00; Sa 08:00-18:30,,Coop
node,606149635,Coop,Coop,,supermarket,,,,,46.5319179,9.870605,Mo-Fr 08:00-19:00; Sa 08:00-18:00; Su 09:00-18:00,,Coop
node,612820572,Migros,Migros,,supermarket,Avenue Ritz,31,1950,Sion,46.2358664,7.3597285,"Mo-Fr 07:30-18:30; Sa 07:30-17:00; Su, PH off",https://www.migros.ch/,Migros
node,613344816,Coop,Coop,,supermarket,,,,,46.821109,7.1528103,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-19:00; Sa 08:00-16:00,https://www.coop.ch/fr/entreprise/adresses-et-horaires/detail.html/2562/coop-supermarkt-granges-paccot.html,Coop
node,613378203,Denner,Denner,,supermarket,,,,,46.7948505,7.2599002,,https://www.denner.ch/de/filialen/denner-filiale-und-oeffnungszeiten/store/hauptstrasse-54-1715-alterswil-fr/,Denner
node,614262868,Coop,Coop,,supermarket,,,,,47.4991969,7.5544404,Mo-Fr 08:00-19:00; Sa 07:30-18:00,,Coop
node,614828024,Coop,Coop,Coop Genossenschaft,supermarket,Hirzenbachstrasse,40,8051,Zürich,47.4034212,8.5893605,Mo-Sa 07:30-20:00,https://coop.ch,Coop
node,614862188,Coop,Coop;wikidata=Q432564,Coop,supermarket,Papiermühlestrasse,85,3014,Bern,46.9635406,7.4651959,Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa 08:00-17:00; Su off,,Coop
node,618770878,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Churerstrasse,10,9470,Buchs SG,47.1640212,9.4725617,"Mo-Tu,Th 08:00-19:00, We,Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-buchs-sg,Migros
node,618785869,Coop,Coop,,supermarket,,,,,47.1661545,9.4731905,"Mo,Tu,Th 07:30-19:00; We,Fr 07:30-20:00; Sa 07:30-17:00",,Coop
node,618839196,Aldi,Aldi,Aldi Suisse,supermarket,,,,,47.3869071,8.0818378,Mo-Sa 08:00-20:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,619528605,Coop,,Coop Genossenschaft,supermarket,In der Ey,85,8047,Zürich,47.3702753,8.4920191,Mo-Sa 07:30-20:00,http://standorte.coop.ch/vstinfo/showMap.do?betrnr=2580,Coop
node,619538054,Denner,Denner,Denner,supermarket,Mittlere Dorfstrasse,7,5034,Suhr,47.3746041,8.0776608,Mo-Fr 07:30-19:00; Sa 07:30 - 18:00,https://www.denner.ch/,Denner
node,620036533,Coop,Coop,,supermarket,,,,,47.334174,8.025117,,,Coop
node,620039087,Coop,Coop,Coop Genossenschaft,supermarket,Schützenmatte,,6362,Stansstad,46.975581,8.3417335,"Mo-Fr 07:30-19:00, Sa 07:30-18:00; PH off",,Coop
node,623872888,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Rütistrasse,16,8634,Hombrechtikon,47.2519351,8.7695926,Mo-Sa 08:00-19:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-hombrechtikon,Migros
node,624689663,Migros,Migros,,supermarket,,,,,46.6059832,6.2308104,Mo-Fr 07:30-18:30; Sa 07:30-18:00,,Migros
node,625987651,Denner,Denner,,supermarket,Grand-Rue,40,1347,Le Sentier,46.6080329,6.2314541,"Mo-Fr 08:00-12:30,13:30-18:30; Sa 08:00-17:00",,Denner
node,626075546,Coop,Coop,,supermarket,Rue de Carouge,12,,Genève,46.1968712,6.1425339,Mo-Sa 08:00-19:00,https://www.coop.ch/fr/entreprise/adresses-et-horaires/detail.html/6116/coop-city-city-geneve-plainpalais.html,Coop
node,629208307,Migros,Migros,Genossenschaft Migros Basel,supermarket,Mühlemattstrasse,18,4104,Oberwil BL,47.5098844,7.554625,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-oberwil,Migros
node,629231105,Coop,Coop,,supermarket,,,,,47.5148916,7.5583452,Mo-Sa 07:00-20:00,,Coop
node,630425365,Denner,Denner,,supermarket,,,,,46.1894889,6.1165247,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00,,Denner
node,630425366,Coop,Coop,Coop Société Coopérative,supermarket,Place des Ormeaux,3,,Petit-Lancy,46.1903282,6.1195706,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00,https://www.coop.ch/fr/magasins/coop-supermarche-petit-lancy/1768_POS,Coop
node,630621077,Coop,Coop,,supermarket,,,,,46.1819051,6.1203549,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00,,Coop
node,631092302,Coop,Coop,,supermarket,Rue des Bossons,17-19,1213,Onex,46.187479,6.1046981,Mo-We 07:30-19:00; Th 07:30-21:00; Fr 07:30-19:30; Sa 07:30-18:00,,Coop
node,632708467,Coop,Coop,Coop Genossenschaft,supermarket,Seehofstrasse,14,6330,Cham,47.1814359,8.4617688,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; Su off,,Coop
node,635745470,ALDI,ALDI,ALDI SUISSE AG,supermarket,Eigerstrasse,82,3007,Bern,46.9399952,7.4409008,Mo-Fr 07:30-20:00; Sa 07:30-17:00,https://www.aldi-suisse.ch,Aldi
node,639144592,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Winterthurerstrasse,524,8051,Zürich,47.4037955,8.5730423,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schwamendingen,Migros
node,639144666,Denner,Denner,,supermarket,Winterthurerstrasse,524,8051,Zürich,47.403979,8.5727162,Mo-Sa 08:00-20:00,https://www.denner.ch/,Denner
node,643857098,Migros,Migros,,supermarket,,,,,46.4736419,6.4258162,Mo 08:30-19:00; Tu 08:30-19:00; We 08:30-19:00; Th 08:30-20:00; Fr 08:30-19:00; Sa 08:00-19:00,https://filialen.migros.ch/fr/supermarche-migros-etoy,Migros
node,647715625,Denner,Denner,,supermarket,,,,,46.782426,9.6797876,Mo-Fr 08:00-19:00; Sa 08:00-18:00,,Denner
node,647715633,Coop,Coop,,supermarket,,,,,46.7787752,9.6773306,Mo-Fr 08:00-19:00; Sa 08:00-18:00,,Coop
node,649318758,Coop,Coop,,supermarket,Bahnhofstrasse,41,8305,Dietlikon,47.4219581,8.6186754,Mo-Sa 07:30-20:00,,Coop
node,649777556,Coop,Coop,,supermarket,Grand-Rue,,1180,Rolle,46.4584039,6.3378845,,,Coop
node,651273252,Coop,Coop,Coop Genossenschaft,supermarket,Badenerstrasse,15,8004,Zürich,47.3732882,8.5305624,Mo-Sa 08:00-22:00; PH off,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-stauffacher/1412_POS,Coop
node,651644038,Migros,Migros,Genossenschaft Migros Aare,supermarket,Igelweid,18,5000,Aarau,47.3916942,8.046187,Mo-Fr 08:00-19:00; Sa 08:00-18:00,https://filialen.migros.ch/de/migros-supermarkt-aarau-igelweid,Migros
