osm_type,osm_id,name,brand,operator,shop_type,street,house_number,postal_code,city,latitude,longitude,opening_hours,website,store_group
node,36726161,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Wiesentalstrasse,4,8730,Uznach,47.2281827,8.9653298,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-uznach,Migros
node,39768209,Coop,Coop,Coop Genossenschaft,supermarket,,,8730,Uznach,47.2251539,8.9698681,,,Coop
node,39947904,Coop,Coop,Coop Genossenschaft,supermarket,Bahnhofbrücke,1,8001,Zürich,47.3767316,8.5421608,Mo-Sa 06:00-22:00,,Coop
node,48932835,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Wengistrasse,7,8004,Zürich,47.37502,8.522895,Mo-Sa 08:00-21:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,Migros
node,70656488,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Zürcherstrasse,102,8406,Winterthur,47.4918744,8.7064484,Mo-Fr 07:30-20:00; PH off; Sa 08:00-19:00,https://filialen.migros.ch/de/migros-supermarkt-winterthur-toess,Migros
node,75749133,Aldi,ALDI,Aldi Suisse,supermarket,Albisstrasse,81,8038,Zürich,47.3409666,8.5306007,Mo-Sa 07:30-21:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,79977755,Coop,Coop,Coop Genossenschaft,supermarket,Alte Kalchbühlstrasse,15,8038,Zürich,47.3400698,8.5305461,Mo-Sa 07:30-21:00; PH off,https://www.coop.ch/,Coop
node,83330862,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Etzelstrasse,3,8038,Zürich,47.3447487,8.5299814,Mo-Sa 07:30-21:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wollishofen,Migros
node,94635618,ALDI,ALDI,Aldi Suisse AG,supermarket,Schürmatt,5,6247,Schötz,47.1820486,7.9825542,,,Aldi
node,112148390,Coop,,,supermarket,,,,,47.4487722,8.2150751,,,Coop
node,119249170,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Löwenstrasse,31-35,8001,Zürich,47.3752549,8.5361073,Mo-Sa 09:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-city,Migros
node,124140239,Aldi,Aldi,Aldi Suisse,supermarket,Häldelistrasse,11,8712,Stäfa,47.2414948,8.7183709,Mo-Sa 07:30-20:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,124140551,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Goethestrasse,18,8712,Stäfa,47.2406357,8.7239602,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-staefa,Migros
node,124141245,Coop,Coop,Coop Genossenschaft,supermarket,Kronenstrasse,4-6,8712,Stäfa,47.241531,8.7245301,Mo-Sa 07:30-20:00,,Coop
node,128269749,Coop,,,supermarket,,,,,47.3816844,8.2389181,,,Coop
node,185627927,Migros,Migros,Genossenschaft Migros Aare,supermarket,Bachstrasse,15,5600,Lenzburg,47.3871106,8.1771397,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-lenzburg,Migros
node,206357901,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Kreuzbuchstrasse,53,6006,Luzern,47.0544427,8.3398988,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-luzern-wuerzenbach,Migros
node,220030477,Aldi,Aldi,,supermarket,Hauptstrasse,132,5070,Frick,47.501665,8.0324095,,,Aldi
node,220686094,Coop,Coop,,supermarket,Bäreggstrasse,10,,,47.2207301,7.7813527,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-17:00; Su off; PH off,,Coop
node,241298934,Coop,Coop,Coop Genossenschaft,supermarket,,,,,47.2124233,7.7906102,Mo-Th 08:00-20:00; Sa 07:30-17:00; Su off; PH off; Fr 08:00-21:00,https://www.coop.ch/de/standorte/coop-supermarkt-langenthal-tell/1997_POS,Coop
node,243155987,Migros,Migros,Genossenschaft Migros Basel,supermarket,Burggartenstrasse,21,4133,Pratteln,47.520631,7.6937067,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-pratteln,Migros
node,246533376,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Schaffhauserstrasse,152,8400,Winterthur,47.5189532,8.720071,"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-winterthur-rosenberg,Migros
node,246652001,Coop,,Coop Genossenschaft,supermarket,Regensdorferstrasse,9,8049,Zürich,47.4025264,8.4987145,"Mo-Sa 08:00-20:00; Su,PH off",,Coop
node,246652002,Denner,Denner,,supermarket,Regensdorferstrasse,16,8049,Zürich,47.4033126,8.498119,Mo-Sa 08:00-19:00,https://www.denner.ch/,Denner
node,248453373,Migros Partner,,Genossenschaft Migros Zürich,supermarket,Uznacherstrasse,1,8722,Kaltbrunn,47.2131224,9.0244723,"Mo-Fr 07:30-12:00,14:00-18:30; Sa 07:30-16:00; PH off",https://filialen.migros.ch/de/migros-partner-kaltbrunn,Migros
node,248816158,Coop,Coop,,supermarket,,,,,47.5265972,7.5725989,Mo-Sa 07:30-20:00,,Coop
node,251331440,Coop,Coop,,supermarket,,,,,47.4645599,9.0454258,"Mo-Fr 08:00-19:00, Tu 08:00-20:00, Sa 08:00-17:00",,Coop
node,251364444,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Amriswilerstrasse,12,8570,Weinfelden,47.567643,9.1108744,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-weinfelden-roesslifelsen,Migros
node,251364445,Coop,Coop,,supermarket,,,,,47.5667319,9.0970483,"Mo-Sa 08:00-20:00; Su,PH closed",,Coop
node,253909831,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Stossstrasse,2,9450,Altstätten SG,47.377383,9.5378003,"Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; Su,PH off",https://filialen.migros.ch/de/migros-supermarkt-altstaetten-sg,Migros
node,259774108,Coop,Coop,Coop Genossenschaft,supermarket,,,,,47.2590912,8.5987196,Mo-Sa 07:30-20:00,,Coop
node,259794007,Coop,Coop,Coop Genossenschaft,supermarket,,,,,47.245172,8.6081092,,,Coop
node,262304091,Coop,Coop,,supermarket,,,,,46.5557428,7.3736505,Mo-Fr 08:00-19:00; Sa 08:00-17:00,,Coop
node,262400822,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Tessinerplatz,10,8002,Zürich,47.3640724,8.5309446,"Mo-Fr 06:30-22:00; Sa-Su,PH 08:00-22:00",https://filialen.migros.ch/de/migros-supermarkt-zuerich-bahnhof-enge,Migros
node,264065177,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Bahnhofstrasse,30,8304,Wallisellen,47.4135249,8.5918701,Mo-Sa 07:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-wallisellen,Migros
node,264065241,Coop,,Coop Genossenschaft,supermarket,Bahnhofplatz,2,8304,Wallisellen,47.4129519,8.5927658,Mo-Sa 06:30-21:00,,Coop
node,264793445,Coop,Coop,Coop Genossenschaft,supermarket,Industriestrasse,28,8305,Dietlikon,47.4133066,8.6189038,"Mo-Fr 09:00-21:00, Sa 08:00-21:00; PH off",https://www.coop.ch/,Coop
node,265064208,Denner,Denner,,supermarket,,,,,46.5066342,6.6712555,Mo-Fr 08:30-19:00; Sa 08:00-17:00,,Denner
node,265776668,Coop,Coop,Coop Genossenschaft,supermarket,Zürichbergstrasse,75,8044,Zürich,47.376417,8.5595945,Mo-Fr 07:00-21:00; Sa 07:30-20:00,,Coop
node,266571580,Migros,Migros,Genossenschaft Migros Aare,supermarket,,1,5200,Brugg AG,47.4821521,8.2094058,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-brugg-neumarkt,Migros
node,266630559,Coop,Coop,Coop Genossenschaft,supermarket,Badenerstrasse,333,8003,Zürich,47.3777162,8.5112192,Mo-Sa 07:00-22:00; PH off,https://www.coop.ch/,Coop
node,266644613,Coop,Coop,Coop Genossenschaft,supermarket,Luzernerstrasse,27,6247,Schötz,47.1688761,7.9926369,"Mo 08:00-17:00; Tu-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; Su,PH off",https://www.coop.ch/de/unternehmen/standorte-und-oeffnungszeiten/detail.html/1330/coop-supermarkt-schoetz.html,Coop
node,266914642,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Alte Landstrasse,24,8810,Horgen,47.2603539,8.5972571,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-horgen-schinzenhof,Migros
node,266914728,Denner,Denner,,supermarket,,2,,,47.2599469,8.5980574,"Mo-Sa 08:00-20:00; Su,PH off",https://www.denner.ch/de/filialen/denner-filiale-und-oeffnungszeiten/store/einkaufszentrum-schinzenhof-dorfplatz-2-8810-horgen/,Denner
node,267344304,Aldi,ALDI,Aldi Suisse,supermarket,Hohlstrasse,473,8048,Zürich,47.3882936,8.4966888,Mo-Sa 07:30-21:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,267346993,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Limmatstrasse,152,8005,Zürich,47.3855977,8.5314709,Mo-Sa 07:30-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-limmatplatz,Migros
node,267468996,Coop,Coop,Coop Genossenschaft,supermarket,Uetlibergstrasse,20,8045,Zürich,47.3648716,8.521006,Mo-Sa 07:30-21:00,,Coop
node,267761965,Coop,Coop,,supermarket,,,,,47.5511761,7.5804752,Mo-Fr 07:30-20:00; Sa 07:30-18:00,,Coop
node,267762044,Migros Partner,,Genossenschaft Migros Basel,supermarket,Birsigstrasse,105,4054,Basel,47.5501611,7.5784253,Mo-Fr 07:30-19:00; Sa 07:30-18:00; Su 09:00-18:00,https://filialen.migros.ch/de/migros-partner-basel-birsigstrasse,Migros
node,268603429,Coop,Coop,Coop Genossenschaft,supermarket,Theaterstrasse,18,8001,Zürich,47.36736,8.5461737,Mo-Fr 08:00-20:00; Sa 08:00-19:00,,Coop
node,269050379,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Winterthurerstrasse,18,8610,Uster,47.3544624,8.7132591,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-uster-west,Migros
node,269108913,Coop,Coop,Coop Genossenschaft,supermarket,,,,,47.3516553,8.7161267,Mo-Sa 06:00-22:00; Su 07:00-22:00,https://www.coop.ch/,Coop
node,269616490,Coop,Coop,Coop,supermarket,Rue des Fossés,4,1110,Morges,46.5104626,6.4978122,,https://www.lescharpentiers.ch/,Coop
node,269616499,Migros,Migros,,supermarket,Rue de la Gare,19,1110,Morges,46.5098409,6.4944953,Mo-Th 07:30-18:45; Fr 07:30-20:00; Sa 07:30-18:00; Su off,https://filialen.migros.ch/de/migros-supermarkt-morges,Migros
node,270692983,Coop,Coop,Coop Genossenschaft,supermarket,Seefeldstrasse,123,8008,Zürich,47.3579403,8.5546463,Mo-Sa 07:00-22:00,,Coop
node,270958272,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Seefeldstrasse,111-113,8008,Zürich,47.3583667,8.5540739,Mo-Sa 07:30-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoeschgasse,Migros
node,271028298,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Falkenstrasse,19-21,8008,Zürich,47.3656781,8.5480408,"Mo-Fr 07:00-20:00, Sa 08:00-20:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-zuerich-stadelhofen,Migros
node,271028686,Coop,Coop,Coop Genossenschaft,supermarket,Stadelhoferstrasse,10,8001,Zürich,47.3667726,8.5480794,Mo-Sa 06:00-22:00; Su 07:00-22:00,https://www.coop.ch/,Coop
node,271029206,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Kreuzplatz,20,8032,Zürich,47.3645956,8.5538464,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-kreuzplatz,Migros
node,271029581,Coop,Coop,Coop Genossenschaft,supermarket,Forchstrasse,4,8008,Zürich,47.3643,8.5551291,Mo-Sa 07:30-21:00,https://www.coop.ch/,Coop
node,271149179,Aldi,Aldi,Aldi Suisse,supermarket,Stadelhoferstrasse,10,8001,Zürich,47.3668299,8.5481,Mo-Sa 06:00-22:00; Su 08:00-22:00,https://www.aldi-suisse.ch/,Aldi
node,273529120,Migros,Migros,,supermarket,,,,,46.8468335,7.1920809,Mo-Th 08:00-19:00;Fr 08:00-21:00;Sa 07:30-16:00;Su off,,Migros
node,273942728,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Forchstrasse,260,8008,Zürich,47.3576104,8.5713693,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-zuerich-burgwies,Migros
node,274079274,Coop,Coop,Coop,supermarket,Route de l'Ancienne Ciblerie,2,1095,Lutry,46.5059315,6.6885514,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00,,Coop
node,274597962,Coop,Coop,,supermarket,,,,,47.4935876,7.5934065,Mo-Fr 08:00-20:00; Sa 07:30-20:00,,Coop
node,274598110,Migros,Migros,Genossenschaft Migros Basel,supermarket,Herrenweg,11,4153,Reinach BL,47.4926707,7.5943412,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-reinach-zentrum,Migros
node,274673564,Coop,Coop,,supermarket,,,,,47.5466265,7.5649976,Mo-Fr 07:30-20:00; Sa 07:30-18:00,,Coop
node,274716412,Migros,Migros,Genossenschaft Migros Basel,supermarket,Bahnhofstrasse,4,4242,Laufen,47.4200323,7.501762,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-laufen-birscenter,Migros
node,274824641,Lidl,Lidl,,supermarket,Fraumünsterstrasse,16,8001,Zürich,47.3689582,8.5413011,Mo-Sa 08:00-21:00,,Lidl
node,276363821,Coop,Coop,Coop Genossenschaft,supermarket,Wehntalerstrasse,549,8046,Zürich,47.4188884,8.5056989,Mo-Sa 08:00-20:00,,Coop
node,276847742,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Bachstrasse,29,9008,St. Gallen,47.4356824,9.3920818,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 07:30-17:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-st-gallen-st-fiden,Migros
node,277204947,Coop,Coop,Coop Genossenschaft,supermarket,Stockbergstrasse,1,8854,Siebnen,47.1755809,8.9022254,Mo-Fr 08:00-20:00; Sa 07:30-20:00,,Coop
node,277204951,Denner,Denner,,supermarket,Glarnerstrasse,43,8854,Siebnen,47.1759674,8.901942,Mo-Fr 08:00-20:00; Sa 07:30-20:00,,Denner
node,277469387,Coop,Coop,Coop Genossenschaft,supermarket,,,,,47.7027188,8.6457825,Mo-Fr 08:00-19:00; Sa 08:00-17:00,,Coop
node,277730181,Coop,Coop,,supermarket,,,,,47.4986607,8.7975435,,https://coop.ch,Coop
node,279155943,Migros,Migros,Genossenschaft Migros Luzern,supermarket,Hauptstrasse,5,6280,Hochdorf,47.1656305,8.2917405,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-hochdorf-seetal-center,Migros
node,279310856,Denner,Denner,,supermarket,Route de Daillens,1,,,46.6001273,6.5378702,"Mo-Fr 06:30-12:30,14:00-18:30; Sa 07:15-17:00; Su 08:00-12:00",,Denner
node,279370613,Migros,Migros,Genossenschaft Migros Aare,supermarket,Hertensteinstrasse,,5415,Nussbaumen AG,47.4881565,8.2924516,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-nussbaumen-markthof,Migros
node,279806422,Denner,Denner,,supermarket,,,,,47.4904404,7.5891582,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,Denner
node,280130028,ALDI,ALDI,,supermarket,Säumergutstrasse,3,8718,Schänis,47.1554921,9.0396663,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00,,Aldi
node,280528081,Migros,Migros,Genossenschaft Migros Aare,supermarket,Dammweg,9,3013,Bern,46.9561025,7.4467039,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-bern-lorraine,Migros
node,280528117,Coop,Coop,,supermarket,,,,,46.956452,7.431997,"Mo-Fr 08:00-19:00; Sa 08:00-17:00; Su,PH closed",,Coop
node,281041474,Coop,Coop,Coop Genossenschaft,supermarket,Obermattstrasse,7,8805,Richterswil,47.2037134,8.6838242,,,Coop
node,281442993,Coop,Coop,Coop Genossenschaft,supermarket,Poststrasse,14b,8805,Richterswil,47.2084598,8.7057527,Mo-Sa 07:00-20:00,,Coop
node,281761435,Coop,Coop,Coop Genossenschaft,supermarket,Marktstrasse,32,6060,Sarnen,46.8974507,8.2511311,,,Coop
node,282021895,Migros,Migros,,supermarket,avenue de Rhodanie,2,1007,Lausanne,46.5079638,6.6248618,Mo-Sa 08:00-21:00; Su 09:00-20:00,https://filialen.migros.ch/fr/migros-partenaire-mp-ouchy,Migros
node,282645300,Denner,Denner,,supermarket,,,,,46.5181462,6.60851,Mo-Fr 08:00-19:00; Sa 08:00-18:00,,Denner
node,282648998,Coop,Coop,,supermarket,,,,,46.5160056,6.6137254,Mo-Fr 07:30-19:00; Sa 07:30-18:00,,Coop
node,282862307,Coop,Coop,,supermarket,,,,,46.7550411,7.6306619,Mo-Th 06:00-20:00; Fr 06:00-22:00; Sa 06:00-17:00; Su 06:00-18:00,,Coop
node,282874901,Migros,Migros,Genossenschaft Migros Aare,supermarket,Bahnhofstrasse,40/42,5400,Baden,47.4768338,8.3085492,"Mo-Tu 07:00-19:00, We-Sa 07:00-20:00, PH off",https://filialen.migros.ch/de/migros-supermarkt-baden-city,Migros
node,283103824,Coop,Coop,Coop Genossenschaft,supermarket,Scheffelstrasse,12,8037,Zürich,47.3936485,8.5295435,Mo-Sa 07:00-21:00,,Coop
node,283126967,Coop,Coop,Coop Genossenschaft,supermarket,Röschibachstrasse,22,8037,Zürich,47.392539,8.5245566,Mo-Sa 07:30-20:00,,Coop
node,283192425,Coop,Coop,,supermarket,,,,,46.6585969,6.5112877,,,Coop
node,283199465,Coop,Coop,Coop Genossenschaft,supermarket,Etzelstrasse,14,,,47.2005652,8.7783749,Mo-Sa 07:00-20:00,,Coop
node,283213395,Coop,Coop,,supermarket,,,,,46.9230886,7.4157605,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00,,Coop
node,283662654,Migros,Migros,Genossenschaft Migros Basel,supermarket,Laufenstrasse,4,4226,Breitenbach,47.4083114,7.542603,"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-breitenbach-wydehof,Migros
node,283723769,Coop,Coop,,supermarket,,,3823,,46.6050145,7.922093,Mo-Su 08:00-18:30,,Coop
node,284559066,Denner,Denner,,supermarket,,,,,47.4086995,7.5432606,,,Denner
node,285967297,Migros,Migros,Migros-Genossenschaft Luzern,supermarket,,,,,47.1733921,8.4493238,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH closed,,Migros
node,286904877,Denner,Denner,,supermarket,,,,,46.3487378,7.1586279,,,Denner
node,287001910,Migros,Migros,Genossenschaft Migros Aare,supermarket,,,,,46.9483633,7.4449955,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa,PH -1 day 07:30-17:00; Su,PH closed",https://www.migros.ch/,Migros
node,287359105,Coop,Coop,,supermarket,,,3718,Kandersteg,46.4947362,7.6735831,Mo-Fr 08:00-18:30; Sa 08:00-18:30; Su 14:00-18:30,,Coop
node,287465898,Migros,Migros,Genossenschaft Migros Basel,supermarket,Spitzwaldstrasse,215,4123,Allschwil,47.5472852,7.5533851,"Mo-Fr 08:00-20:00, Sa 07:30-19:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-allschwil-paradies,Migros
node,289958399,Coop,,,supermarket,Emmerstrasse,12,8192,,47.5568506,8.5028961,"Mo-Fr 07:30-20:00; Sa 10:00-22:00,07:30-20:00",,Coop
node,290331752,Migros,Migros,,supermarket,Chemin du Pré-de-la-Tour,3,1009,Pully,46.5116006,6.6597671,Mo-Fr 08:00-20:00; Sa 07:30-18:00,https://migros.ch/,Migros
node,291092161,Coop,Coop,Coop,supermarket,Rue d'Orbe,1,1400,Yverdon-les-Bains,46.7800543,6.6357906,Mo-Fr 08:00-18:30; Sa 08:00-18:00,https://www.coop.ch/,Coop
node,291234843,Migros,,,supermarket,,,,,46.8006438,7.1443306,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-16:00,,Migros
node,291379304,Coop,Coop,Coop Genossenschaft,supermarket,Oberer Steisteg,2,6430,Schwyz,47.0202366,8.651667,Mo-Fr 07:30-19:00; Sa 07:30-18:00,,Coop
node,291769947,Migros,Migros,,supermarket,,,,,46.7759171,7.1614662,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-16:00; PH off,https://filialen.migros.ch/fr/supermarche-migros-marly,Migros
node,293487431,Migros,Migros,Coopérative Migros Vaud,supermarket,Rue de Neuchâtel,3,1400,Yverdon-les-Bains,46.7811874,6.6349389,"Mo-Fr 07:30-18:30, Sa 07:30-18:00; PH off",https://www.migros.ch/,Migros
node,295160822,Coop,Coop,,supermarket,,,,,47.2781272,8.5755264,Mo-Sa 07:00-20:00,,Coop
node,295259613,Coop,Coop,,supermarket,,,,,47.5062355,7.600033,Mo-Fr 08:00-19:00; Sa 07:30-17:00,,Coop
node,295262648,Migros,Migros,Genossenschaft Migros Basel,supermarket,Niederbergstrasse,1,4153,Reinach BL,47.5024247,7.5960558,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-reinach-mischeli,Migros
node,295943800,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Hauptstrasse,3,8583,Sulgen,47.5403596,9.1825256,Mo-Fr 07:00-19:00; Sa 07:00-18:00,https://filialen.migros.ch/de/migros-supermarkt-sulgen-passerelle,Migros
node,298011050,Migros,Migros,,supermarket,,,,,46.7935758,7.1339387,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-16:00,,Migros
node,298476455,Migros,Migros,Genossenschaft Migros Aare,supermarket,Talackerstrasse,62,3604,Thun,46.7444501,7.6138807,Mo-We 08:00-19:00; Th  08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00,,Migros
node,298540222,Coop,Coop,,supermarket,Höflistrasse,7,8135,Langnau am Albis,47.2892115,8.539786,Mo-Sa 07:30-20:00,,Coop
node,298540226,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Hintere Grundstrasse,2,8135,Langnau am Albis,47.2913031,8.5377603,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-langnau-a-a,Migros
node,298540370,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Alte Landstrasse,130,8800,Thalwil,47.2942957,8.5639941,Mo-Sa 07:30-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-thalwil,Migros
node,298540395,Coop,Coop,Coop Genossenschaft,supermarket,Florastrasse,1,8800,Thalwil,47.2966747,8.5619352,Mo-Sa 07:30-20:00,https://www.coop.ch/de/unternehmen/standorte-und-oeffnungszeiten/detail.html/1932/coop-supermarkt-thalwil.html,Coop
node,298877642,Denner,Denner,,supermarket,,,,,47.523419,7.6165639,,,Denner
node,299311873,Coop,Coop,,supermarket,Dorfstrasse,101,3818,Grindelwald,46.6242026,8.0352078,Mo-Su 08:00-19:00,https://www.coop.ch/de/standorte/coop-supermarkt-grindelwald/4066_POS?lat=46.624164&long=8.0413962,Coop
node,300304878,Denner Satellit,,,supermarket,,,,,47.498353,9.4515962,Mo-Fr 08:00-19:00; Sa 08:00-17:00; Su off,,Denner
node,300332412,Migros,Migros,Genossenschaft Migros Zürich,supermarket,Unterdorfstrasse,2,8117,Fällanden,47.3738744,8.6410578,Mo-Sa 08:00-20:00; PH off,https://filialen.migros.ch/de/migros-supermarkt-faellanden,Migros
node,300940416,Coop,Coop,Coop,supermarket,,,,,46.3151473,7.9867062,Mo-Th 07:30-18:30; Fr 07:30-20:00; Sa 07:30-17:00,,Coop
node,301405956,Denner,Denner,,supermarket,,,,,47.5427643,8.133998,,,Denner
node,301508524,Coop,Coop,,supermarket,Frauenfelderstrasse,4,9542,Münchwilen TG,47.4793014,8.9954388,Mo-Fr 07:00-20:00; Sa 07:00-19:00,,Coop
node,301656130,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Turmstrasse,9,8330,Pfäffikon ZH,47.3685372,8.7809413,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-pfaeffikon-zh,Migros
node,301656131,Coop,,,supermarket,Turmstrasse,10,8330,Pfäffikon ZH,47.368887,8.7819351,Mo-Sa 08:00-20:00,,Coop
node,301815692,Denner,Denner,,supermarket,Werdstrasse,36,8004,Zürich,47.3728259,8.5294871,Mo-Sa 08:00-20:00,https://www.denner.ch/,Denner
node,302821909,Migros,Migros,Genossenschaft Migros Aare,supermarket,Bahnhofstrasse,7,5610,Wohlen,47.3494071,8.2724788,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-wohlen,Migros
node,303310841,Migros,Migros,Genossenschaft Migros Ostschweiz,supermarket,Heinrich Gujerstrasse,10,8494,Bauma,47.3681073,8.8776448,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",https://filialen.migros.ch/de/migros-supermarkt-bauma,Migros
node,303866553,Coop,,,supermarket,Rue du Pâquis,2,,,46.5863427,6.6046687,Mo-Fr 08:00-19:00;Sa 08:00-18:00,,Coop
node,304825636,Coop,Coop,,supermarket,,,,,47.4578086,8.4383315,Mo-Sa 07:30-20:00,https://www.coop.ch/de/standorte/coop-supermarkt-buchs-zh/1839_POS,Coop
node,305206833,Aldi,ALDI,Aldi Suisse,supermarket,,,,,47.4593389,8.4016043,Mo-Sa 07:30-20:00; PH off,https://www.aldi-suisse.ch/,Aldi
node,305382465,Migros,Migros,,supermarket,,,,,46.0967418,7.2235515,08:00-18:00; week 39-50 Sa 08:00-17:30; week 39-50 Su off,,Migros
node,305382467,Coop,Coop,,supermarket,,,,,46.0972862,7.2252409,,,Coop
node,305708461,Denner,Denner,,supermarket,Klotenerstrasse,26,8303,Bassersdorf,47.4442213,8.6265829,,,Denner
node,307366252,Coop,,Coop,supermarket,Feldstrasse,11,8400,,47.5084495,8.7178269,Mo-Fr 07:30-20:00; Sa 07:30-19:00,https://www.coop.ch/de/unternehmen/standorte-und-oeffnungszeiten/detail.html/1333/coop-supermarkt-winterthur-feldstrasse.html,Coop
node,307451440,Migros,,,supermarket,,,,,47.1156503,7.2350705,Mo-Fr 08:00-19:00; Sa 08:00-17:00; Su off,,Migros
